movie_name,release_year,runtime,genre,rating,director,cast_1,cast_2,cast_3,cast_4,votes,gross
(500) Days of Summer,(2009),95 min,"
Comedy, Drama, Romance            ","

7.7
",Marc Webb,Zooey Deschanel,Joseph Gordon-Levitt,Geoffrey Arend,Chloë Grace Moretz,"540,709",$32.39M
12 Angry Men,(1957),96 min,"
Crime, Drama            ","

9.0
",Sidney Lumet,Henry Fonda,Lee J. Cobb,Martin Balsam,John Fiedler,"833,132",$4.36M
12 Years a Slave,(2013),134 min,"
Biography, Drama, History            ","

8.1
",Steve McQueen,Chiwetel Ejiofor,Michael Kenneth Williams,Michael Fassbender,Brad Pitt,"725,381",$56.67M
1917,(2019),119 min,"
Action, Drama, War            ","

8.2
",Sam Mendes,Dean-Charles Chapman,George MacKay,Daniel Mays,Colin Firth,"642,696",$159.23M
2001: A Space Odyssey,(1968),149 min,"
Adventure, Sci-Fi            ","

8.3
",Stanley Kubrick,Keir Dullea,Gary Lockwood,William Sylvester,Daniel Richter,"698,879",$56.95M
21 Grams,(2003),124 min,"
Crime, Drama, Thriller            ","

7.6
",Alejandro G. Iñárritu,Sean Penn,Benicio Del Toro,Naomi Watts,Danny Huston,"242,829",$16.29M
25th Hour,(2002),135 min,"
Drama            ","

7.6
",Spike Lee,Edward Norton,Barry Pepper,Philip Seymour Hoffman,Rosario Dawson,"182,809",$13.06M
3 Idiots,(2009),170 min,"
Comedy, Drama            ","

8.4
",Rajkumar Hirani,Aamir Khan,Madhavan,Mona Singh,Sharman Joshi,"418,685",$6.53M
300,(2006),117 min,"
Action, Drama            ","

7.6
",Zack Snyder,Gerard Butler,Lena Headey,David Wenham,Dominic West,"846,597",$210.61M
3:10 to Yuma,(2007),122 min,"
Action, Crime, Drama            ","

7.7
",James Mangold,Russell Crowe,Christian Bale,Ben Foster,Logan Lerman,"324,843",$53.61M
"4 luni, 3 saptamâni si 2 zile",(2007),113 min,"
Drama            ","

7.9
",Cristian Mungiu,Anamaria Marinca,Laura Vasiliu,Vlad Ivanov,Alexandru Potocean,"62,418",$1.19M
50/50,(2011),100 min,"
Comedy, Drama, Romance            ","

7.6
",Jonathan Levine,Joseph Gordon-Levitt,Seth Rogen,Anna Kendrick,Bryce Dallas Howard,"338,901",$35.01M
777 Charlie,(2022),164 min,"
Adventure, Comedy, Drama            ","

8.8
",Kiranraj K,Rakshit Shetty,Charlie,Sangeetha Sringeri,Raj B. Shetty,"36,792",NaN
8½,(1963),138 min,"
Drama            ","

8.0
",Federico Fellini,Marcello Mastroianni,Anouk Aimée,Claudia Cardinale,Sandra Milo,"122,667",$0.05M
96,(II) (2018),158 min,"
Drama, Romance            ","

8.5
",C. Prem Kumar,Vijay Sethupathi,Adithya Bhaskar,Trisha Krishnan,Gouri Kishan,"34,232",NaN
A Beautiful Mind,(2001),135 min,"
Biography, Drama            ","

8.2
",Ron Howard,Russell Crowe,Ed Harris,Jennifer Connelly,Christopher Plummer,"963,525",$170.74M
A Bronx Tale,(1993),121 min,"
Crime, Drama            ","

7.8
",Robert De Niro,Robert De Niro,Chazz Palminteri,Lillo Brancato,Francis Capra,"153,643",$17.27M
A Christmas Story,(1983),93 min,"
Comedy, Family            ","

7.9
",Bob Clark,Peter Billingsley,Melinda Dillon,Darren McGavin,Scott Schwartz,"161,770",$20.61M
A Clockwork Orange,(1971),136 min,"
Crime, Sci-Fi            ","

8.3
",Stanley Kubrick,Malcolm McDowell,Patrick Magee,Michael Bates,Warren Clarke,"860,439",$6.21M
A Few Good Men,(1992),138 min,"
Drama, Thriller            ","

7.7
",Rob Reiner,Tom Cruise,Jack Nicholson,Demi Moore,Kevin Bacon,"278,734",$141.34M
A Man for All Seasons,(1966),120 min,"
Biography, Drama, History            ","

7.7
",Fred Zinnemann,Paul Scofield,Wendy Hiller,Robert Shaw,Leo McKern,"36,334",$28.35M
A Night at the Opera,(1935),96 min,"
Comedy, Music, Musical            ","

7.8
",Sam Wood,Edmund Goulding,Groucho Marx,Chico Marx,Harpo Marx,"34,050",$2.54M
A Star Is Born,(2018),136 min,"
Drama, Music, Romance            ","

7.6
",Bradley Cooper,Lady Gaga,Bradley Cooper,Sam Elliott,Greg Grunberg,"405,751",$215.29M
A Streetcar Named Desire,(1951),122 min,"
Drama            ","

7.9
",Elia Kazan,Vivien Leigh,Marlon Brando,Kim Hunter,Karl Malden,"112,316",$8.00M
A Wednesday,(2008),104 min,"
Action, Crime, Drama            ","

8.1
",Neeraj Pandey,Anupam Kher,Naseeruddin Shah,Veerendra Saxena,Mahesh Kanual,"80,918",NaN
A Woman Under the Influence,(1974),155 min,"
Drama, Romance            ","

8.1
",John Cassavetes,Gena Rowlands,Peter Falk,Fred Draper,Lady Rowlands,"27,522",$13.34M
About Time,(I) (2013),123 min,"
Comedy, Drama, Fantasy            ","

7.8
",Richard Curtis,Domhnall Gleeson,Rachel McAdams,Bill Nighy,Lydia Wilson,"372,103",$15.32M
Abre los ojos,(1997),119 min,"
Drama, Mystery, Sci-Fi            ","

7.7
",Alejandro Amenábar,Eduardo Noriega,Penélope Cruz,Chete Lera,Fele Martínez,"71,964",$0.37M
Ace in the Hole,(1951),111 min,"
Drama, Film-Noir            ","

8.1
",Billy Wilder,Kirk Douglas,Jan Sterling,Robert Arthur,Porter Hall,"38,169",$3.97M
Adams æbler,(2005),94 min,"
Comedy, Crime, Drama            ","

7.7
",Anders Thomas Jensen,Ulrich Thomsen,Mads Mikkelsen,Nicolas Bro,Paprika Steen,"53,149",$0.00M
Adaptation.,(2002),115 min,"
Comedy, Drama            ","

7.7
",Spike Jonze,Nicolas Cage,Meryl Streep,Chris Cooper,Tilda Swinton,"199,118",$22.25M
After Hours,(I) (1985),97 min,"
Comedy, Crime, Drama            ","

7.6
",Martin Scorsese,Griffin Dunne,Rosanna Arquette,Verna Bloom,Tommy Chong,"76,335",$10.60M
Aftersun,(II) (2022),102 min,"
Drama            ","

7.7
",Charlotte Wells,Paul Mescal,Frankie Corio,Celia Rowlson-Hall,Sally Messham,"75,162",NaN
"Aguirre, der Zorn Gottes",(1972),95 min,"
Action, Adventure, Biography            ","

7.8
",Werner Herzog,Klaus Kinski,Ruy Guerra,Helena Rojo,Del Negro,"60,145",NaN
Ah-ga-ssi,(2016),145 min,"
Drama, Romance, Thriller            ","

8.1
",Park Chan-wook,Kim Min-hee,Ha Jung-woo,Cho Jin-woong,Moon So-ri,"162,961",$2.01M
Ahlat Agaci,(2018),188 min,"
Drama            ","

8.0
",Nuri Bilge Ceylan,Dogu Demirkol,Murat Cemcir,Bennu Yildirimlar,Hazar Ergüçlü,"26,320",$0.03M
Airlift,(2016),130 min,"
Action, Drama, History            ","

7.9
",Raja Menon,Akshay Kumar,Nimrat Kaur,Kumud Mishra,Prakash Belawadi,"58,196",NaN
Airplane!,(1980),88 min,"
Comedy            ","

7.7
",Jim Abrahams,David Zucker,Jerry Zucker,Robert Hays,Julie Hagerty,"252,979",$83.40M
Ajeossi,(2010),119 min,"
Action, Crime, Drama            ","

7.7
",Jeong-beom Lee,Won Bin,Kim Sae-ron,Kim Tae-hoon,Kim Hee-won,"72,964",$0.01M
Akira,(1988),124 min,"
Animation, Action, Drama            ","

8.0
",Katsuhiro Ôtomo,Mitsuo Iwata,Nozomu Sasaki,Mami Koyama,Tesshô Genda,"197,772",$0.55M
Aladdin,(1992),90 min,"
Animation, Adventure, Comedy            ","

8.0
",Ron Clements,John Musker,Scott Weinger,Robin Williams,Linda Larkin,"448,871",$217.35M
Alien,(1979),117 min,"
Horror, Sci-Fi            ","

8.5
",Ridley Scott,Sigourney Weaver,Tom Skerritt,John Hurt,Veronica Cartwright,"920,094",$78.90M
Aliens,(1986),137 min,"
Action, Adventure, Sci-Fi            ","

8.4
",James Cameron,Sigourney Weaver,Michael Biehn,Carrie Henn,Paul Reiser,"743,720",$85.16M
All About Eve,(1950),138 min,"
Drama            ","

8.2
",Joseph L. Mankiewicz,Bette Davis,Anne Baxter,George Sanders,Celeste Holm,"135,876",$0.01M
All Quiet on the Western Front,(1930),152 min,"
Drama, War            ","

8.1
",Lewis Milestone,Lew Ayres,Louis Wolheim,John Wray,Arnold Lucy,"66,240",$3.27M
All That Jazz,(1979),123 min,"
Drama, Music, Musical            ","

7.8
",Bob Fosse,Roy Scheider,Jessica Lange,Ann Reinking,Leland Palmer,"34,040",$37.82M
All the President's Men,(1976),138 min,"
Drama, History, Thriller            ","

7.9
",Alan J. Pakula,Dustin Hoffman,Robert Redford,Jack Warden,Martin Balsam,"122,484",$70.60M
Almost Famous,(2000),122 min,"
Adventure, Comedy, Drama            ","

7.9
",Cameron Crowe,Billy Crudup,Patrick Fugit,Kate Hudson,Frances McDormand,"287,213",$32.53M
Amadeus,(1984),160 min,"
Biography, Drama, Music            ","

8.4
",Milos Forman,F. Murray Abraham,Tom Hulce,Elizabeth Berridge,Roy Dotrice,"417,281",$51.97M
Amarcord,(1973),123 min,"
Comedy, Drama            ","

7.9
",Federico Fellini,Magali Noël,Bruno Zanin,Pupella Maggio,Armando Brancia,"45,715",$0.58M
American Beauty,(1999),122 min,"
Drama            ","

8.3
",Sam Mendes,Kevin Spacey,Annette Bening,Thora Birch,Wes Bentley,"1,186,695",$130.10M
American Gangster,(2007),157 min,"
Biography, Crime, Drama            ","

7.8
",Ridley Scott,Denzel Washington,Russell Crowe,Chiwetel Ejiofor,Josh Brolin,"442,396",$130.16M
American History X,(1998),119 min,"
Crime, Drama            ","

8.5
",Tony Kaye,Edward Norton,Edward Furlong,Beverly D'Angelo,Jennifer Lien,"1,159,255",$6.72M
American Psycho,(2000),102 min,"
Crime, Drama, Horror            ","

7.6
",Mary Harron,Christian Bale,Justin Theroux,Josh Lucas,Bill Sage,"677,822",$15.07M
Amores perros,(2000),154 min,"
Drama, Thriller            ","

8.1
",Alejandro G. Iñárritu,Emilio Echevarría,Gael García Bernal,Goya Toledo,Álvaro Guerrero,"248,486",$5.38M
Amour,(2012),127 min,"
Drama            ","

7.9
",Michael Haneke,Jean-Louis Trintignant,Emmanuelle Riva,Isabelle Huppert,Alexandre Tharaud,"103,922",$6.74M
Anand,(1971),122 min,"
Drama, Musical            ","

8.1
",Hrishikesh Mukherjee,Rajesh Khanna,Amitabh Bachchan,Sumita Sanyal,Ramesh Deo,"34,760",NaN
Anatomy of a Murder,(1959),161 min,"
Drama, Mystery            ","

8.0
",Otto Preminger,James Stewart,Lee Remick,Ben Gazzara,Arthur O'Connell,"69,383",$11.90M
Andaz Apna Apna,(1994),160 min,"
Action, Comedy, Romance            ","

8.0
",Rajkumar Santoshi,Aamir Khan,Salman Khan,Raveena Tandon,Karisma Kapoor,"54,589",NaN
Andhadhun,(2018),139 min,"
Crime, Mystery, Thriller            ","

8.2
",Sriram Raghavan,Tabu,Ayushmann Khurrana,Radhika Apte,Anil Dhawan,"99,053",$1.37M
Andrei Rublev,(1966),205 min,"
Biography, Drama, History            ","

8.1
",Andrei Tarkovsky,Anatoliy Solonitsyn,Ivan Lapikov,Nikolay Grinko,Nikolay Sergeev,"55,871",$0.10M
Ang-ma-reul bo-at-da,(2010),144 min,"
Action, Crime, Thriller            ","

7.8
",Jee-woon Kim,Lee Byung-hun,Choi Min-sik,Jeon Gook-hwan,Ho-jin Chun,"140,536",$0.13M
Annie Hall,(1977),93 min,"
Comedy, Romance            ","

8.0
",Woody Allen,Woody Allen,Diane Keaton,Tony Roberts,Carol Kane,"272,931",$39.20M
Apocalypse Now,(1979),147 min,"
Drama, Mystery, War            ","

8.4
",Francis Ford Coppola,Martin Sheen,Marlon Brando,Robert Duvall,Frederic Forrest,"692,436",$83.47M
Apocalypto,(2006),139 min,"
Action, Adventure, Drama            ","

7.8
",Mel Gibson,Gerardo Taracena,Raoul Max Trujillo,Dalia Hernández,Rudy Youngblood,"323,882",$50.87M
Apollo 13,(I) (1995),140 min,"
Adventure, Drama, History            ","

7.7
",Ron Howard,Tom Hanks,Bill Paxton,Kevin Bacon,Gary Sinise,"307,588",$173.84M
Argo,(2012),120 min,"
Biography, Drama, Thriller            ","

7.7
",Ben Affleck,Ben Affleck,Bryan Cranston,John Goodman,Alan Arkin,"629,961",$136.03M
Arrival,(II) (2016),116 min,"
Drama, Mystery, Sci-Fi            ","

7.9
",Denis Villeneuve,Amy Adams,Jeremy Renner,Forest Whitaker,Michael Stuhlbarg,"737,894",$100.55M
Arsenic and Old Lace,(1944),118 min,"
Comedy, Crime, Thriller            ","

7.9
",Frank Capra,Cary Grant,Priscilla Lane,Raymond Massey,Jack Carson,"73,465",NaN
Article 15,(2019),130 min,"
Crime, Drama, Mystery            ","

8.1
",Anubhav Sinha,Ayushmann Khurrana,Nassar,Manoj Pahwa,Kumud Mishra,"35,759",NaN
As Good as It Gets,(1997),139 min,"
Comedy, Drama, Romance            ","

7.7
",James L. Brooks,Jack Nicholson,Helen Hunt,Greg Kinnear,Cuba Gooding Jr.,"311,333",$148.48M
Ascenseur pour l'échafaud,(1958),91 min,"
Crime, Drama, Thriller            ","

7.9
",Louis Malle,Jeanne Moreau,Maurice Ronet,Georges Poujouly,Yori Bertin,"27,706",$0.11M
Asuran,(2019),141 min,"
Action, Drama            ","

8.4
",Vetrimaaran,Dhanush,Manju Warrier,Prakash Raj,Pasupathy,"32,056",NaN
Atonement,(2007),123 min,"
Drama, Mystery, Romance            ","

7.8
",Joe Wright,Keira Knightley,James McAvoy,Brenda Blethyn,Saoirse Ronan,"292,223",$50.93M
Au revoir les enfants,(1987),104 min,"
Drama, War            ","

8.0
",Louis Malle,Gaspard Manesse,Raphael Fejtö,Francine Racette,Stanislas Carré de Malberg,"35,427",$4.54M
Auf der anderen Seite,(2007),122 min,"
Drama            ","

7.7
",Fatih Akin,Baki Davrak,Gürsoy Gemec,Cengiz Daner,Tuncel Kurtiz,"33,002",$0.74M
Avatar,(2009),162 min,"
Action, Adventure, Fantasy            ","

7.9
",James Cameron,Sam Worthington,Zoe Saldana,Sigourney Weaver,Michelle Rodriguez,"1,361,299",$760.51M
Avengers: Endgame,(2019),181 min,"
Action, Adventure, Drama            ","

8.4
",Anthony Russo,Joe Russo,Robert Downey Jr.,Chris Evans,Mark Ruffalo,"1,215,742",$858.37M
Avengers: Infinity War,(2018),149 min,"
Action, Adventure, Sci-Fi            ","

8.4
",Anthony Russo,Joe Russo,Robert Downey Jr.,Chris Hemsworth,Mark Ruffalo,"1,156,607",$678.82M
Awakenings,(1990),121 min,"
Biography, Drama            ","

7.8
",Penny Marshall,Robert De Niro,Robin Williams,Julie Kavner,Ruth Nelson,"152,925",$52.10M
Ayla: The Daughter of War,(2017),125 min,"
Biography, Drama, History            ","

8.3
",Can Ulkay,Çetin Tekindor,Ismail Hacioglu,Kyung-jin Lee,Kim Seol,"42,435",NaN
Ba wang bie ji,(1992),171 min,"
Drama, Music, Romance            ","

8.1
",Kaige Chen,Leslie Cheung,Fengyi Zhang,Gong Li,You Ge,"31,656",$5.22M
Babam ve Oglum,(2005),112 min,"
Drama, Family            ","

8.2
",Çagan Irmak,Çetin Tekindor,Fikret Kuskan,Hümeyra,Ege Tanman,"89,679",#235
Baby,(I) (2015),159 min,"
Action, Crime, Thriller            ","

7.9
",Neeraj Pandey,Akshay Kumar,Danny Denzongpa,Rana Daggubati,Taapsee Pannu,"59,264",NaN
Bacheha-Ye aseman,(1997),89 min,"
Drama, Family, Sport            ","

8.2
",Majid Majidi,Mohammad Amir Naji,Amir Farrokh Hashemian,Bahare Seddiqi,Nafise Jafar-Mohammadi,"78,301",$0.93M
Back to the Future,(1985),116 min,"
Adventure, Comedy, Sci-Fi            ","

8.5
",Robert Zemeckis,Michael J. Fox,Christopher Lloyd,Lea Thompson,Crispin Glover,"1,264,653",$210.61M
Back to the Future Part II,(1989),108 min,"
Adventure, Comedy, Sci-Fi            ","

7.8
",Robert Zemeckis,Michael J. Fox,Christopher Lloyd,Lea Thompson,Tom Wilson,"557,750",$118.50M
Badhaai ho,(2018),124 min,"
Comedy, Drama            ","

7.9
",Amit Ravindernath Sharma,Ayushmann Khurrana,Neena Gupta,Gajraj Rao,Sanya Malhotra,"36,610",NaN
Badlands,(1973),94 min,"
Action, Crime, Drama            ","

7.7
",Terrence Malick,Martin Sheen,Sissy Spacek,Warren Oates,Ramon Bieri,"76,450",NaN
Bajrangi Bhaijaan,(2015),163 min,"
Action, Adventure, Comedy            ","

8.1
",Kabir Khan,Mehmet Tutkun,Salman Khan,Harshaali Malhotra,Nawazuddin Siddiqui,"93,951",$8.18M
Barfi!,(2012),151 min,"
Comedy, Drama, Romance            ","

8.1
",Anurag Basu,Ranbir Kapoor,Priyanka Chopra Jonas,Ileana D'Cruz,Saurabh Shukla,"84,954",$2.80M
Barry Lyndon,(1975),185 min,"
Adventure, Drama, War            ","

8.1
",Stanley Kubrick,Ryan O'Neal,Marisa Berenson,Patrick Magee,Hardy Krüger,"177,195",#187
Barton Fink,(1991),116 min,"
Comedy, Drama, Thriller            ","

7.6
",Joel Coen,Ethan Coen,John Turturro,John Goodman,Judy Davis,"126,641",$6.15M
Batman Begins,(2005),140 min,"
Action, Crime, Drama            ","

8.2
",Christopher Nolan,Christian Bale,Michael Caine,Ken Watanabe,Liam Neeson,"1,535,767",$206.85M
Batman: Mask of the Phantasm,(1993),76 min,"
Animation, Action, Adventure            ","

7.8
",Kevin Altieri,Boyd Kirkland,Frank Paur,Dan Riba,Eric Radomski,"54,829",$5.62M
Beasts of No Nation,(2015),137 min,"
Drama, War            ","

7.7
",Cary Joji Fukunaga,Abraham Attah,Emmanuel Affadzi,Ricky Adelayitor,Andrew Adote,"85,068",$0.08M
Beauty and the Beast,(1991),84 min,"
Animation, Family, Fantasy            ","

8.0
",Gary Trousdale,Kirk Wise,Paige O'Hara,Robby Benson,Jesse Corti,"470,408",$218.97M
Before Midnight,(2013),109 min,"
Drama, Romance            ","

7.9
",Richard Linklater,Ethan Hawke,Julie Delpy,Seamus Davey-Fitzpatrick,Ariane Labed,"167,604",$8.11M
Before Sunrise,(1995),101 min,"
Drama, Romance            ","

8.1
",Richard Linklater,Ethan Hawke,Julie Delpy,Andrea Eckert,Hanno Pöschl,"327,886",$5.54M
Before Sunset,(2004),80 min,"
Drama, Romance            ","

8.1
",Richard Linklater,Ethan Hawke,Julie Delpy,Vernon Dobtcheff,Louise Lemoine Torrès,"279,455",$5.82M
Being John Malkovich,(1999),113 min,"
Comedy, Drama, Fantasy            ","

7.7
",Spike Jonze,John Cusack,Cameron Diaz,Catherine Keener,John Malkovich,"347,332",$22.86M
Being There,(1979),130 min,"
Comedy, Drama            ","

7.9
",Hal Ashby,Peter Sellers,Shirley MacLaine,Melvyn Douglas,Jack Warden,"75,841",$30.18M
Belle de jour,(1967),100 min,"
Drama, Romance            ","

7.7
",Luis Buñuel,Catherine Deneuve,Jean Sorel,Michel Piccoli,Geneviève Page,"47,388",$0.03M
Ben-Hur,(1959),212 min,"
Adventure, Drama            ","

8.1
",William Wyler,Charlton Heston,Jack Hawkins,Stephen Boyd,Haya Harareet,"248,051",$74.70M
Bhaag Milkha Bhaag,(2013),186 min,"
Biography, Drama, Sport            ","

8.2
",Rakeysh Omprakash Mehra,Farhan Akhtar,Deepak Singh Rawat,Japtej Singh,Divya Dutta,"70,711",$1.63M
Big Fish,(2003),125 min,"
Adventure, Drama, Fantasy            ","

8.0
",Tim Burton,Ewan McGregor,Albert Finney,Billy Crudup,Jessica Lange,"451,873",$66.26M
Big Hero 6,(2014),102 min,"
Animation, Action, Adventure            ","

7.8
",Don Hall,Chris Williams,Ryan Potter,Scott Adsit,Jamie Chung,"486,256",$222.53M
Billy Elliot,(2000),110 min,"
Drama, Music            ","

7.7
",Stephen Daldry,Jamie Bell,Julie Walters,Jean Heywood,Jamie Draven,"139,851",$22.00M
Bin-jip,(2004),88 min,"
Crime, Drama, Romance            ","

7.9
",Kim Ki-duk,Lee Seung-yun,Hee Jae,Hyuk-ho Kwon,Jin-mo Joo,"57,168",$0.24M
Bir Zamanlar Anadolu'da,(2011),157 min,"
Crime, Drama, Thriller            ","

7.8
",Nuri Bilge Ceylan,Muhammet Uzuner,Yilmaz Erdogan,Taner Birsel,Ahmet Mümtaz Taylan,"48,637",$0.14M
Birdman or (The Unexpected Virtue of Ignorance),(2014),119 min,"
Comedy, Drama            ","

7.7
",Alejandro G. Iñárritu,Michael Keaton,Zach Galifianakis,Edward Norton,Andrea Riseborough,"652,866",$42.34M
Black,(2005),122 min,"
Drama            ","

8.1
",Sanjay Leela Bhansali,Amitabh Bachchan,Rani Mukerji,Shernaz Patel,Ayesha Kapur,"35,645",$0.73M
Black Hawk Down,(2001),144 min,"
Action, Drama, History            ","

7.7
",Ridley Scott,Josh Hartnett,Ewan McGregor,Tom Sizemore,Eric Bana,"413,375",$108.64M
Black Narcissus,(1947),101 min,"
Drama            ","

7.7
",Michael Powell,Emeric Pressburger,Deborah Kerr,David Farrar,Flora Robson,"26,646",NaN
Black Swan,(2010),108 min,"
Drama, Thriller            ","

8.0
",Darren Aronofsky,Natalie Portman,Mila Kunis,Vincent Cassel,Winona Ryder,"800,604",$106.95M
Blade Runner,(1982),117 min,"
Action, Drama, Sci-Fi            ","

8.1
",Ridley Scott,Harrison Ford,Rutger Hauer,Sean Young,Edward James Olmos,"800,999",$32.87M
Blade Runner 2049,(2017),164 min,"
Action, Drama, Mystery            ","

8.0
",Denis Villeneuve,Harrison Ford,Ryan Gosling,Ana de Armas,Dave Bautista,"624,645",$92.05M
Blazing Saddles,(1974),93 min,"
Comedy, Western            ","

7.7
",Mel Brooks,Cleavon Little,Gene Wilder,Slim Pickens,Harvey Korman,"147,319",$119.50M
Blood Diamond,(2006),143 min,"
Adventure, Drama, Thriller            ","

8.0
",Edward Zwick,Leonardo DiCaprio,Djimon Hounsou,Jennifer Connelly,Kagiso Kuypers,"572,123",$57.37M
Blue Velvet,(1986),120 min,"
Crime, Drama, Mystery            ","

7.7
",David Lynch,Isabella Rossellini,Kyle MacLachlan,Dennis Hopper,Laura Dern,"209,601",$8.55M
Bohemian Rhapsody,(2018),134 min,"
Biography, Drama, Music            ","

7.9
",Bryan Singer,Rami Malek,Lucy Boynton,Gwilym Lee,Ben Hardy,"568,887",$216.43M
Bom yeoreum gaeul gyeoul geurigo bom,(2003),103 min,"
Drama, Romance            ","

8.0
",Kim Ki-duk,Kim Ki-duk,Oh Yeong-su,Jong-ho Kim,Kim Young-min,"85,491",$2.38M
Bonnie and Clyde,(1967),111 min,"
Action, Biography, Crime            ","

7.7
",Arthur Penn,Warren Beatty,Faye Dunaway,Michael J. Pollard,Gene Hackman,"117,920",NaN
Boogie Nights,(1997),155 min,"
Drama            ","

7.9
",Paul Thomas Anderson,Mark Wahlberg,Julianne Moore,Burt Reynolds,Luis Guzmán,"276,087",$26.40M
Bound by Honor,(1993),180 min,"
Crime, Drama            ","

7.9
",Taylor Hackford,Damian Chapa,Jesse Borrego,Benjamin Bratt,Enrique Castillo,"33,153",$4.50M
Boyhood,(I) (2014),165 min,"
Drama            ","

7.9
",Richard Linklater,Ellar Coltrane,Patricia Arquette,Ethan Hawke,Elijah Smith,"362,837",$25.38M
Boyz n the Hood,(1991),112 min,"
Crime, Drama            ","

7.8
",John Singleton,Cuba Gooding Jr.,Laurence Fishburne,Hudhail Al-Amir,Lloyd Avery II,"149,273",$57.50M
Braveheart,(1995),178 min,"
Biography, Drama, History            ","

8.3
",Mel Gibson,Mel Gibson,Sophie Marceau,Patrick McGoohan,Angus Macfadyen,"1,069,048",$75.60M
Brazil,(1985),132 min,"
Drama, Sci-Fi, Thriller            ","

7.9
",Terry Gilliam,Jonathan Pryce,Kim Greist,Robert De Niro,Katherine Helmond,"207,388",$9.93M
Breaking the Waves,(1996),159 min,"
Drama            ","

7.8
",Lars von Trier,Emily Watson,Stellan Skarsgård,Katrin Cartlidge,Jean-Marc Barr,"70,055",$4.04M
Bride of Frankenstein,(1935),75 min,"
Drama, Horror, Sci-Fi            ","

7.8
",James Whale,Boris Karloff,Elsa Lanchester,Colin Clive,Valerie Hobson,"51,226",$4.36M
Brief Encounter,(1945),86 min,"
Drama, Romance            ","

8.0
",David Lean,Celia Johnson,Trevor Howard,Stanley Holloway,Joyce Carey,"42,754",NaN
Bringing Up Baby,(1938),102 min,"
Comedy            ","

7.8
",Howard Hawks,Katharine Hepburn,Cary Grant,Charles Ruggles,Walter Catlett,"64,641",NaN
Brokeback Mountain,(2005),134 min,"
Drama, Romance            ","

7.7
",Ang Lee,Jake Gyllenhaal,Heath Ledger,Michelle Williams,Randy Quaid,"372,790",$83.04M
Bronenosets Potemkin,(1925),75 min,"
Drama, History, Thriller            ","

7.9
",Sergei Eisenstein,Aleksandr Antonov,Vladimir Barskiy,Grigoriy Aleksandrov,Ivan Bobrov,"60,194",$0.05M
Butch Cassidy and the Sundance Kid,(1969),110 min,"
Biography, Crime, Drama            ","

8.0
",George Roy Hill,Paul Newman,Robert Redford,Katharine Ross,Strother Martin,"223,037",$102.31M
Baahubali 2: The Conclusion,(2017),167 min,"
Action, Drama            ","

8.2
",S.S. Rajamouli,Prabhas,Rana Daggubati,Anushka Shetty,Tamannaah Bhatia,"109,446",$20.19M
Bãhubali: The Beginning,(2015),159 min,"
Action, Drama            ","

8.0
",S.S. Rajamouli,Prabhas,Rana Daggubati,Anushka Shetty,Tamannaah Bhatia,"132,207",$6.74M
Once Upon a Time in the West,(1968),165 min,"
Western            ","

8.5
",Sergio Leone,Henry Fonda,Charles Bronson,Claudia Cardinale,Jason Robards,"341,849",$5.32M
C.R.A.Z.Y.,(2005),129 min,"
Comedy, Drama            ","

7.9
",Jean-Marc Vallée,Michel Côté,Marc-André Grondin,Danielle Proulx,Émile Vallée,"33,774",NaN
CODA,(2021),111 min,"
Comedy, Drama, Music            ","

8.0
",Sian Heder,Emilia Jones,Marlee Matlin,Troy Kotsur,Daniel Durant,"153,107",NaN
Cabaret,(1972),124 min,"
Drama, Music, Musical            ","

7.8
",Bob Fosse,Liza Minnelli,Michael York,Helmut Griem,Joel Grey,"57,860",$42.77M
Call Me by Your Name,(2017),132 min,"
Drama, Romance            ","

7.8
",Luca Guadagnino,Timothée Chalamet,Armie Hammer,Michael Stuhlbarg,Amira Casar,"297,779",$18.10M
Cape Fear,(1962),106 min,"
Drama, Thriller            ","

7.7
",J. Lee Thompson,Gregory Peck,Robert Mitchum,Polly Bergen,Lori Martin,"30,765",NaN
Capharnaüm,(2018),126 min,"
Drama            ","

8.4
",Nadine Labaki,Zain Al Rafeea,Yordanos Shiferaw,Boluwatife Treasure Bankole,Kawsar Al Haddad,"99,289",$1.66M
Captain America: Civil War,(2016),147 min,"
Action, Sci-Fi            ","

7.8
",Anthony Russo,Joe Russo,Chris Evans,Robert Downey Jr.,Scarlett Johansson,"827,008",$408.08M
Captain America: The Winter Soldier,(2014),136 min,"
Action, Adventure, Sci-Fi            ","

7.8
",Anthony Russo,Joe Russo,Chris Evans,Samuel L. Jackson,Scarlett Johansson,"879,853",$259.77M
Captain Fantastic,(2016),118 min,"
Comedy, Drama            ","

7.8
",Matt Ross,Viggo Mortensen,George MacKay,Samantha Isler,Annalise Basso,"228,947",$5.88M
Captain Phillips,(2013),134 min,"
Action, Biography, Crime            ","

7.8
",Paul Greengrass,Tom Hanks,Barkhad Abdi,Barkhad Abdirahman,Catherine Keener,"481,248",$107.10M
Carlito's Way,(1993),144 min,"
Crime, Drama, Thriller            ","

7.9
",Brian De Palma,Al Pacino,Sean Penn,Penelope Ann Miller,John Leguizamo,"227,454",$36.95M
Casablanca,(1942),102 min,"
Drama, Romance, War            ","

8.5
",Michael Curtiz,Humphrey Bogart,Ingrid Bergman,Paul Henreid,Claude Rains,"592,253",$1.02M
